GYR/x,GYR/y,GYR/z,ACC/x,ACC/y,ACC/z,RPY/R,RPY/P,RPY/Y,FINGERS/thumb,FINGERS/index,FINGERS/middle,FINGERS/ring
-0.003877677023410797,0.030555423349142075,0.05853438004851341,0.1328125,-0.78125,0.86328125,1.2755874395370483,0.195803701877594,-0.9417570233345032,2338.0,3280.0,2843.0,3162.0,3.9407691955566406
-0.018518485128879547,-0.18462687730789185,-0.08636469393968582,0.39453125,0.015625,0.609375,1.2806925773620605,0.20240645110607147,-0.9565693736076355,2339.0,3280.0,2843.0,3167.0,3.942380905151367
-0.1419299691915512,-0.33081427216529846,-0.0194094255566597,0.9296875,1.02734375,0.375,1.2614679336547852,0.19811531901359558,-0.9796770811080933,2354.0,3292.0,2864.0,3184.0,3.9407691955566406
-0.08268041908740997,-0.1864091157913208,0.1256142556667328,0.921875,0.203125,0.40625,1.2510877847671509,0.18554361164569855,-0.9871369004249573,2375.0,3311.0,2897.0,3220.0,3.9407691955566406
-0.08246978372335434,-0.03188091889023781,0.42997661232948303,0.2421875,0.75390625,0.6953125,1.2527762651443481,0.16743019223213196,-0.9744096398353577,2387.0,3338.0,2935.0,3263.0,3.942380905151367
-0.2192179560661316,-0.1518084704875946,0.9169190526008606,-0.4375,-0.25,1.96875,1.2282443046569824,0.09165406972169876,-0.9491596221923828,2395.0,3359.0,2977.0,3280.0,3.9456043243408203
-0.2928614616394043,-0.05018579587340355,1.2386726140975952,-0.203125,-0.08984375,1.484375,1.2110706567764282,0.04280750826001167,-0.9441453218460083,2391.0,3358.0,2983.0,3279.0,3.935934066772461
0.5377265214920044,1.3346775770187378,1.8254352807998657,0.0078125,-0.00390625,-0.64453125,1.2199567556381226,-0.013209906406700611,-0.8783750534057617,2410.0,3359.0,2972.0,3282.0,3.9456043243408203
1.2575582265853882,4.897941589355469,1.9926718473434448,-2.71875,-1.12890625,1.9453125,1.3251672983169556,-0.10195282101631165,-0.5532267689704895,2410.0,3329.0,2914.0,3259.0,3.9407691955566406
1.2201138734817505,5.484375476837158,1.429398775100708,-3.9609375,-3.58984375,2.51953125,1.3445427417755127,-0.10630559176206589,-0.3238861858844757,2410.0,3318.0,2918.0,3265.0,3.9407691955566406
1.889302134513855,4.431367874145508,1.0283665657043457,-5.45703125,-4.609375,3.23046875,1.3855855464935303,-0.10271807760000229,-0.11813782900571823,2415.0,3312.0,2924.0,3280.0,3.9439926147460938
2.424928903579712,2.071880340576172,0.9090962409973145,-9.24609375,-4.8828125,7.66015625,1.4684700965881348,-0.11083008348941803,0.015808766707777977,2416.0,3286.0,2951.0,3305.0,3.9407691955566406
-1.5165858268737793,-21.164857864379883,0.5982567667961121,-23.6171875,-0.78125,15.46875,1.6641514301300049,-0.180728942155838,-0.55617356300354,2444.0,3392.0,3093.0,3371.0,3.942380905151367
-3.2982654571533203,-28.582597732543945,-3.956608772277832,-51.984375,4.91796875,-9.34375,1.6098283529281616,0.03926416486501694,-1.6297556161880493,2249.0,3415.0,3120.0,3379.0,3.935934066772461
0.992426335811615,-17.118396759033203,-3.6027660369873047,-37.37890625,6.63671875,-20.72265625,1.4156967401504517,0.13581056892871857,-2.5663228034973145,2107.0,3440.0,3152.0,3392.0,3.942380905151367
-0.7436444759368896,2.84253191947937,5.667488098144531,-23.2265625,19.9609375,-28.984375,1.378382682800293,0.056960269808769226,-2.8712961673736572,2223.0,3441.0,3164.0,3389.0,3.942380905151367
0.36460790038108826,1.4282852411270142,1.3596967458724976,-4.54296875,-6.15625,1.34765625,1.2899796962738037,-0.27385208010673523,-2.5408523082733154,2237.0,3426.0,3149.0,3380.0,3.9407691955566406
0.6927105784416199,1.3005280494689941,-0.9992387890815735,3.12890625,-5.0,-3.0078125,1.310060977935791,-0.2534557282924652,-2.4892146587371826,2254.0,3408.0,3117.0,3365.0,3.9439926147460938
0.5791530013084412,0.44958996772766113,-1.8030471801757812,1.31640625,-2.8984375,-1.11328125,1.335877537727356,-0.1802213191986084,-2.4819834232330322,2254.0,3382.0,3065.0,3347.0,3.9439926147460938
0.16362343728542328,0.6824021935462952,-0.7561372518539429,-0.4296875,1.2734375,-3.60546875,1.3581002950668335,-0.061223432421684265,-2.4746081829071045,2242.0,3358.0,3024.0,3313.0,3.939157485961914
