GYR/x,GYR/y,GYR/z,ACC/x,ACC/y,ACC/z,RPY/R,RPY/P,RPY/Y,FINGERS/thumb,FINGERS/index,FINGERS/middle,FINGERS/ring
1.1884770393371582,0.6595776081085205,0.7606114745140076,0.44140625,1.62109375,-0.06640625,1.1396455764770508,0.0828784629702568,-1.3636765480041504,2355.0,3330.0,3008.0,3315.0,3.8924176692962646
0.8187613487243652,1.1785389184951782,0.856705904006958,0.25390625,0.90625,0.57421875,1.1726759672164917,0.0666804164648056,-1.3055685758590698,2357.0,3333.0,3018.0,3330.0,3.8924176692962646
1.0673820972442627,1.7677276134490967,0.7228478193283081,0.0625,-0.2578125,0.48046875,1.2560580968856812,0.056623924523591995,-1.1577354669570923,2360.0,3335.0,3027.0,3346.0,3.8924176692962646
0.9680804014205933,1.9819995164871216,0.6699734330177307,0.0625,0.0625,0.51171875,1.3000668287277222,0.0561453178524971,-1.0777117013931274,2356.0,3334.0,3045.0,3365.0,3.8859705924987793
0.6050409078598022,2.302985668182373,0.6711651682853699,-0.0390625,0.28125,-0.05078125,1.3296815156936646,0.056861743330955505,-0.9746065139770508,2368.0,3343.0,3069.0,3382.0,3.8924176692962646
0.37984341382980347,1.8601911067962646,0.737414538860321,-2.95703125,-0.0859375,3.5,1.3404316902160645,0.04560258984565735,-0.8839026689529419,2373.0,3338.0,3066.0,3382.0,3.890805959701538
0.9484593868255615,-1.343228816986084,1.4476981163024902,-4.74609375,-0.734375,4.125,1.4030940532684326,-0.055468134582042694,-0.8524357676506042,2378.0,3339.0,3062.0,3380.0,3.8924176692962646
0.9093841910362244,-3.7219696044921875,1.782465934753418,-6.54296875,0.77734375,3.63671875,1.4513354301452637,-0.14695103466510773,-0.9540504813194275,2372.0,3335.0,3079.0,3386.0,3.890805959701538
0.44793280959129333,-8.002098083496094,2.1349990367889404,-9.10546875,3.58203125,5.2734375,1.5183300971984863,-0.2505703866481781,-1.1719545125961304,2364.0,3385.0,3168.0,3432.0,3.8924176692962646
-4.887289047241211,-17.632339477539062,1.3843142986297607,-15.0234375,5.49609375,7.265625,1.685963749885559,-0.325412392616272,-2.4649527072906494,2257.0,3398.0,3203.0,3445.0,3.8859705924987793
-2.0264503955841064,-11.11605453491211,1.1802482604980469,-13.10546875,-2.07421875,-10.1015625,1.7509493827819824,-0.2891576290130615,-3.051002264022827,2161.0,3402.0,3200.0,3431.0,3.8843588829040527
-1.2071033716201782,-4.260306358337402,0.8316254615783691,-9.640625,2.9375,-13.0390625,1.77983558177948,-0.26188477873802185,2.9253220558166504,2151.0,3408.0,3191.0,3420.0,3.890805959701538
-0.6122335195541382,0.948732852935791,1.2193547487258911,-10.09375,0.81640625,-14.2265625,1.7736561298370361,-0.28567254543304443,2.868501901626587,2159.0,3413.0,3191.0,3430.0,3.894029378890991
0.19527888298034668,4.571287155151367,0.8405414819717407,-2.1328125,-4.05859375,-5.44921875,1.6371777057647705,-0.42839768528938293,3.0940024852752686,2174.0,3398.0,3175.0,3421.0,3.8924176692962646
1.1547811031341553,4.92595100402832,-0.8776573538780212,-2.109375,-3.59765625,-4.30078125,1.584465742111206,-0.4235054850578308,-2.964442491531372,2214.0,3360.0,3088.0,3360.0,3.890805959701538
1.2702869176864624,4.818198204040527,-1.3099933862686157,-2.37109375,-3.57421875,-3.20703125,1.5645722150802612,-0.367245614528656,-2.747866630554199,2247.0,3325.0,3018.0,3309.0,3.8956410884857178
-0.24953143298625946,4.027326583862305,-1.2579028606414795,-2.4140625,1.421875,-1.52734375,1.514292597770691,-0.30976271629333496,-2.573780059814453,2261.0,3306.0,2979.0,3263.0,3.887582302093506
-0.7936856150627136,3.7058603763580322,-0.844602644443512,-0.30078125,0.90625,-1.765625,1.3738477230072021,-0.19878603518009186,-2.293759822845459,2289.0,3307.0,2975.0,3266.0,3.8924176692962646
-0.984790027141571,3.754425048828125,-0.48901358246803284,-0.8046875,0.96875,-0.15234375,1.3105989694595337,-0.14605897665023804,-2.1496763229370117,2309.0,3301.0,2953.0,3258.0,3.8891942501068115
-1.183060646057129,3.715688943862915,-0.33397695422172546,-0.68359375,0.296875,0.265625,1.241512656211853,-0.09397661685943604,-2.0054080486297607,2323.0,3301.0,2945.0,3254.0,3.8924176692962646
