GYR/x,GYR/y,GYR/z,ACC/x,ACC/y,ACC/z,RPY/R,RPY/P,RPY/Y,FINGERS/thumb,FINGERS/index,FINGERS/middle,FINGERS/ring
-0.09486626833677292,0.004905689507722855,0.0963084027171135,-0.015625,0.05859375,0.21875,1.1031495332717896,0.6455811858177185,-1.5015062093734741,1916.0,2797.0,2416.0,2673.0
0.5179269313812256,0.893770158290863,0.9335806369781494,-1.28125,0.640625,-0.23828125,1.5364642143249512,0.25008177757263184,-1.1742397546768188,1918.0,2800.0,2416.0,2676.0
0.7662390470504761,1.027173399925232,0.8241286873817444,-0.328125,-1.13671875,-0.87109375,1.5653361082077026,0.22294709086418152,-1.1309386491775513,1918.0,2795.0,2415.0,2674.0
1.0627574920654297,1.7990602254867554,0.819909930229187,0.875,0.2421875,-1.203125,1.6277788877487183,0.1923033595085144,-1.0651203393936157,1916.0,2789.0,2406.0,2679.0
1.1087381839752197,2.846092700958252,0.7280462980270386,-1.390625,0.171875,2.2890625,1.7648934125900269,0.10137558728456497,-0.8428382873535156,1917.0,2785.0,2395.0,2679.0
0.5733728408813477,3.1818060874938965,0.2959843873977661,-5.48828125,2.03515625,3.48828125,1.794037103652954,0.0684456080198288,-0.7272096276283264,1920.0,2782.0,2406.0,2715.0
0.28431272506713867,3.9426157474517822,-0.7139923572540283,-8.859375,2.984375,7.23046875,1.8108067512512207,0.05622151494026184,-0.5678101181983948,1935.0,2786.0,2439.0,2779.0
-0.5436760783195496,-7.966232776641846,0.6538841128349304,-15.1171875,4.5234375,11.6953125,1.787843942642212,0.06444364041090012,-0.5003369450569153,1938.0,2815.0,2451.0,2782.0
-0.6166375279426575,-17.69048500061035,2.773874521255493,-33.53125,9.27734375,2.875,1.6680527925491333,0.07459038496017456,-1.3900192975997925,1839.0,2748.0,2450.0,2740.0
0.7993221879005432,-22.324535369873047,3.5008137226104736,-49.4296875,4.76953125,-2.82421875,1.6267006397247314,-0.010681143961846828,-2.2425169944763184,1894.0,2839.0,2595.0,2850.0
2.8841638565063477,-16.694936752319336,3.255331039428711,-55.0703125,-2.578125,-9.4921875,1.739497184753418,-0.0741378590464592,-3.05759596824646,1825.0,2828.0,2601.0,2858.0
-0.8350740671157837,-3.001142978668213,3.386354684829712,-27.75,-7.8203125,-16.50390625,1.8591784238815308,-0.12116529047489166,2.3319900035858154,1774.0,2827.0,2607.0,2837.0
-1.2837978601455688,1.8447026014328003,3.6205737590789795,-14.42578125,-6.30078125,-18.53125,1.7973527908325195,-0.2833392322063446,2.3174829483032227,1767.0,2831.0,2608.0,2846.0
0.13797131180763245,2.2989821434020996,2.1696512699127197,-8.69140625,-6.41796875,-4.01171875,1.7483456134796143,-0.41168099641799927,2.3754491806030273,1697.0,2742.0,2500.0,2758.0
1.0931735038757324,1.9409950971603394,0.13219909369945526,-7.04296875,-6.7421875,-6.2109375,1.7563093900680542,-0.4603789746761322,2.4886467456817627,1769.0,2816.0,2558.0,2807.0
-0.26042672991752625,2.920788288116455,-1.058679223060608,-4.34765625,-0.1640625,-5.015625,1.6463918685913086,-0.3779168128967285,2.7723541259765625,1786.0,2819.0,2522.0,2773.0
-0.22957377135753632,5.4557318687438965,-1.1042540073394775,-3.04296875,-0.8828125,-5.52734375,1.5125755071640015,-0.278199702501297,3.0589470863342285,1810.0,2802.0,2488.0,2751.0
-0.7494479417800903,7.043575763702393,0.3285623788833618,-2.95703125,3.4921875,-0.953125,1.361656904220581,-0.1647968590259552,-2.700483798980713,1847.0,2800.0,2465.0,2751.0
-1.1034811735153198,7.019331455230713,1.2101845741271973,-3.66015625,3.21875,1.86328125,1.266556978225708,-0.13205567002296448,-2.420442581176758,1825.0,2746.0,2384.0,2677.0
-0.48694750666618347,3.2024691104888916,0.9124618172645569,-3.4453125,1.21875,6.203125,1.2131249904632568,-0.0152167659252882,-1.7585077285766602,1901.0,2798.0,2448.0,2735.0
