GYR/x,GYR/y,GYR/z,ACC/x,ACC/y,ACC/z,RPY/R,RPY/P,RPY/Y,FINGERS/thumb,FINGERS/index,FINGERS/middle,FINGERS/ring
0.013061873614788055,0.003978047985583544,-0.010809024795889854,0.484375,0.03125,0.5078125,1.3986178636550903,-0.039464108645915985,-1.1333487033843994,2373.0,3376.0,3103.0,3403.0,3.9456043243408203
-0.0034268524032086134,0.03913761302828789,-0.00843123346567154,0.38671875,0.3359375,0.26953125,1.3984321355819702,-0.037920448929071426,-1.134176254272461,2384.0,3378.0,3120.0,3409.0,3.9439926147460938
-0.009821661747992039,0.1441931277513504,0.008693315088748932,0.4609375,0.296875,0.0234375,1.396741509437561,-0.03815736621618271,-1.1226049661636353,2397.0,3398.0,3143.0,3422.0,3.9456043243408203
-0.00199694000184536,0.12505467236042023,0.015697602182626724,0.109375,0.15234375,-0.109375,1.3925524950027466,-0.03882395848631859,-1.111248254776001,2402.0,3410.0,3165.0,3430.0,3.9439926147460938
-0.014620189554989338,0.2253526747226715,0.11703499406576157,0.61328125,0.65234375,0.14453125,1.3913047313690186,-0.05290758237242699,-1.0888187885284424,2405.0,3422.0,3184.0,3439.0,3.9456043243408203
-0.05478772148489952,0.20847006142139435,0.17175361514091492,0.41796875,0.28515625,0.203125,1.381258487701416,-0.06058289483189583,-1.0830974578857422,2397.0,3426.0,3187.0,3439.0,3.935934066772461
-0.04085930809378624,0.28808796405792236,0.21604137122631073,0.69921875,-0.046875,-0.03515625,1.3761745691299438,-0.07042824476957321,-1.062694787979126,2401.0,3441.0,3213.0,3449.0,3.9439926147460938
-0.09192375093698502,0.48997196555137634,0.34114712476730347,0.421875,0.31640625,-0.25,1.3712064027786255,-0.08326869457960129,-1.0365513563156128,2411.0,3449.0,3217.0,3453.0,3.9407691955566406
0.1083994209766388,-0.8427063822746277,0.460183709859848,-4.2265625,-5.984375,20.92578125,1.3647171258926392,-0.110076904296875,-0.9160177707672119,2416.0,3456.0,3226.0,3455.0,3.9407691955566406
2.0450797080993652,-14.500126838684082,-2.5697975158691406,-16.59375,-14.640625,37.3046875,1.4572919607162476,-0.12250790745019913,-1.2752001285552979,2367.0,3472.0,3234.0,3463.0,3.9407691955566406
3.8966012001037598,-8.250524520874023,-1.265177607536316,-24.45703125,-10.73046875,18.5390625,1.6180843114852905,-0.018465284258127213,-1.7998967170715332,2325.0,3474.0,3239.0,3472.0,3.942380905151367
-3.1064043045043945,0.3377729058265686,0.3537926971912384,-5.3828125,10.35546875,-54.28515625,1.471523642539978,-0.01959376037120819,-1.9421292543411255,2371.0,3480.0,3247.0,3474.0,3.9439926147460938
1.6625120639801025,-0.27502351999282837,-0.20387700200080872,-0.78125,-6.7734375,7.5234375,1.463959813117981,-0.014729510992765427,-1.939720869064331,2356.0,3472.0,3232.0,3471.0,3.939157485961914
0.7042387127876282,-0.051173221319913864,-0.14320491254329681,2.76171875,2.15234375,-5.05078125,1.5063079595565796,-0.0027107554487884045,-1.9605178833007812,2363.0,3477.0,3245.0,3473.0,3.9439926147460938
0.031518206000328064,0.146051287651062,-0.02562796138226986,1.40625,1.640625,-3.87890625,1.5023106336593628,-0.0033185516949743032,-1.9498796463012695,2365.0,3479.0,3245.0,3472.0,3.9407691955566406
0.1396554857492447,0.08927659690380096,0.029413942247629166,0.46484375,0.8125,1.75390625,1.5036041736602783,-0.009679734706878662,-1.9414032697677612,2366.0,3473.0,3243.0,3475.0,3.9439926147460938
0.023124752566218376,0.1259710192680359,0.04312192276120186,0.71484375,0.3203125,-0.5234375,1.497302532196045,-0.013529984280467033,-1.9347589015960693,2366.0,3478.0,3246.0,3472.0,3.9439926147460938
-0.0018574190326035023,0.11996570229530334,0.034403618425130844,0.32421875,0.22265625,-0.23046875,1.4909268617630005,-0.014298842288553715,-1.9294347763061523,2363.0,3477.0,3246.0,3473.0,3.9439926147460938
-0.016424035653471947,0.10459233820438385,0.03612580895423889,0.2578125,0.5,-0.80078125,1.487440824508667,-0.015299524180591106,-1.9250022172927856,2354.0,3471.0,3235.0,3466.0,3.9407691955566406
-0.04473653808236122,0.09701334685087204,0.02847380004823208,0.609375,0.33203125,-0.75390625,1.47739839553833,-0.016042666509747505,-1.918506145477295,2349.0,3472.0,3245.0,3472.0,3.9407691955566406
