GYR/x,GYR/y,GYR/z,ACC/x,ACC/y,ACC/z,RPY/R,RPY/P,RPY/Y,FINGERS/thumb,FINGERS/index,FINGERS/middle,FINGERS/ring
0.3699931204319,0.05177522450685501,-0.12943321466445923,0.81640625,0.26171875,-0.25390625,1.5284608602523804,0.7383580803871155,-2.152787685394287,2376.0,3315.0,2928.0,3197.0,3.9407691955566406
0.3013383150100708,-0.0038463713135570288,-0.21753455698490143,0.88671875,0.4375,-0.09375,1.5379533767700195,0.7630547881126404,-2.158949375152588,2374.0,3312.0,2928.0,3204.0,3.9407691955566406
0.4872491657733917,-0.21684913337230682,-0.21569141745567322,0.8203125,1.359375,0.70703125,1.5496532917022705,0.7719002366065979,-2.1752569675445557,2379.0,3314.0,2949.0,3216.0,3.9407691955566406
0.44148072600364685,-0.9980539083480835,-0.19862502813339233,0.046875,2.46484375,0.484375,1.5322611331939697,0.7768527269363403,-2.23232102394104,2383.0,3328.0,2990.0,3239.0,3.9439926147460938
0.3771412670612335,-1.6502389907836914,-0.17001034319400787,0.578125,1.98828125,-0.28125,1.4763820171356201,0.7765090465545654,-2.3283071517944336,2384.0,3347.0,3022.0,3251.0,3.9407691955566406
0.301546573638916,-1.2763115167617798,0.06631017476320267,0.296875,1.94921875,-1.2890625,1.3947197198867798,0.7509427070617676,-2.4828760623931885,2384.0,3358.0,3039.0,3264.0,3.932710647583008
0.10720337182283401,-1.2667590379714966,0.30382266640663147,0.046875,1.625,-0.8828125,1.3548860549926758,0.7239618897438049,-2.5385243892669678,2399.0,3377.0,3081.0,3283.0,3.9407691955566406
-0.011742494069039822,-1.287485122680664,0.5310309529304504,0.05859375,1.15625,-0.9140625,1.310005784034729,0.686248779296875,-2.5964837074279785,2402.0,3398.0,3101.0,3297.0,3.942380905151367
-0.1052267774939537,-1.3636242151260376,0.6148922443389893,-0.1328125,0.828125,-1.15234375,1.266200065612793,0.642781138420105,-2.657824993133545,2407.0,3408.0,3120.0,3312.0,3.9407691955566406
-0.14538328349590302,-1.4297425746917725,0.6553767919540405,-0.5546875,0.265625,-1.6796875,1.1842701435089111,0.5457013249397278,-2.7768466472625732,2406.0,3418.0,3137.0,3326.0,3.942380905151367
-0.08669202774763107,-1.3353408575057983,0.6577062010765076,-0.5625,0.35546875,-1.9453125,1.1615221500396729,0.5000381469726562,-2.8150110244750977,2411.0,3425.0,3152.0,3338.0,3.9439926147460938
-0.006971639581024647,-1.3045188188552856,0.670469343662262,-0.66015625,0.04296875,-1.56640625,1.1502437591552734,0.45385074615478516,-2.8546361923217773,2406.0,3439.0,3163.0,3345.0,3.942380905151367
-0.022074861451983452,-1.025956630706787,0.639565646648407,-1.3359375,-0.05078125,-1.8515625,1.137463092803955,0.3751347064971924,-2.9130241870880127,2401.0,3438.0,3165.0,3347.0,3.9375457763671875
-0.349531352519989,-1.149664044380188,0.5502457618713379,-1.38671875,-0.2421875,-1.796875,1.10783851146698,0.33914756774902344,-2.9430325031280518,2411.0,3454.0,3184.0,3361.0,3.942380905151367
-0.20206880569458008,-1.5514049530029297,0.4882006347179413,-3.76953125,-1.33984375,-2.5,1.0702106952667236,0.3006725609302521,-3.0019378662109375,2384.0,3455.0,3184.0,3365.0,3.9407691955566406
0.01121132168918848,1.000881314277649,2.098450183868408,-3.328125,0.375,-6.70703125,1.0745502710342407,0.24210716784000397,-2.9959065914154053,2315.0,3450.0,3185.0,3379.0,3.9407691955566406
4.077834606170654,18.560976028442383,4.067427635192871,-17.55078125,-2.94140625,-14.2109375,1.364949345588684,0.11498387157917023,-2.0365967750549316,2340.0,3346.0,3038.0,3322.0,3.942380905151367
3.617982864379883,15.698639869689941,-0.8440148234367371,-22.76953125,-4.5234375,-7.12109375,1.6225122213363647,0.11380922794342041,-1.3773722648620605,2369.0,3271.0,2948.0,3279.0,3.9407691955566406
-2.887470006942749,9.098573684692383,-2.4150218963623047,-21.859375,2.0859375,-3.34765625,1.7176623344421387,0.12007234245538712,-0.7907162308692932,2386.0,3251.0,2909.0,3213.0,3.9456043243408203
-1.917850375175476,0.07498165220022202,-2.3259518146514893,-9.23046875,-3.75390625,8.45703125,1.6432183980941772,0.19905559718608856,-0.5468366742134094,2383.0,3225.0,2816.0,3148.0,3.9375457763671875
