GYR/x,GYR/y,GYR/z,ACC/x,ACC/y,ACC/z,RPY/R,RPY/P,RPY/Y,FINGERS/thumb,FINGERS/index,FINGERS/middle,FINGERS/ring
0.5904693007469177,-1.7105926275253296,0.4713175892829895,1.3046875,0.99609375,1.5703125,1.6358221769332886,-0.008149905130267143,-1.7667346000671387,2353.0,3335.0,2973.0,3211.0,3.942380905151367
0.48057040572166443,-2.6401374340057373,0.8358892798423767,0.140625,0.890625,2.0546875,1.6768722534179688,-0.05554080009460449,-1.9518448114395142,2359.0,3367.0,3027.0,3247.0,3.9407691955566406
0.10896941274404526,-3.2477264404296875,0.9953334331512451,-0.7109375,-0.765625,0.27734375,1.6827417612075806,-0.08851524442434311,-2.0883636474609375,2366.0,3393.0,3093.0,3278.0,3.9407691955566406
-0.3704248368740082,-3.171780824661255,0.8554166555404663,-0.140625,-1.09375,-0.54296875,1.676573634147644,-0.11306606233119965,-2.2256710529327393,2374.0,3409.0,3157.0,3317.0,3.942380905151367
0.06393151730298996,-2.4883475303649902,-0.006889680400490761,1.1015625,-1.26953125,-0.1875,1.6943546533584595,-0.10310117900371552,-2.430738687515259,2384.0,3424.0,3197.0,3350.0,3.942380905151367
0.03798137232661247,-2.3717947006225586,-0.10572969913482666,1.359375,0.29296875,-0.3359375,1.7039746046066284,-0.08376724272966385,-2.522765874862671,2384.0,3427.0,3216.0,3376.0,3.9375457763671875
0.05727074295282364,-2.344601631164551,0.04663778841495514,1.07421875,0.00390625,-0.3515625,1.715804934501648,-0.07353221625089645,-2.6132240295410156,2387.0,3444.0,3236.0,3411.0,3.9407691955566406
-0.08119083940982819,-2.3833165168762207,0.5225032567977905,0.0390625,0.82421875,-0.07421875,1.719203233718872,-0.0812058374285698,-2.7114036083221436,2384.0,3451.0,3250.0,3437.0,3.9407691955566406
-0.7029510140419006,-2.32063627243042,0.7404472231864929,-0.81640625,-1.21484375,-2.01953125,1.6754980087280273,-0.14452087879180908,-2.908992290496826,2384.0,3457.0,3252.0,3443.0,3.9407691955566406
-0.5130512714385986,-2.2138962745666504,0.21882480382919312,-0.4453125,-1.13671875,-2.91796875,1.6685047149658203,-0.14671996235847473,-2.9933412075042725,2394.0,3461.0,3259.0,3467.0,3.9407691955566406
-0.49827197194099426,-2.0330188274383545,0.07620662450790405,-1.05859375,-0.15625,-2.96875,1.6640779972076416,-0.13876178860664368,-3.0718369483947754,2394.0,3466.0,3264.0,3469.0,3.9407691955566406
-0.14557161927223206,-0.9549492597579956,-0.5158941149711609,-4.12109375,0.40234375,-4.48046875,1.6592401266098022,-0.1290300339460373,-3.1351020336151123,2401.0,3471.0,3267.0,3473.0,3.942380905151367
1.5190242528915405,6.14650297164917,-0.9280481338500977,-6.91015625,2.109375,-7.82421875,1.713085412979126,-0.05592324212193489,-3.029597520828247,2383.0,3467.0,3262.0,3474.0,3.9375457763671875
3.881669282913208,14.214037895202637,-0.5600588917732239,-4.33203125,2.98828125,-14.0703125,1.7847230434417725,-0.11940263956785202,-2.6321144104003906,2343.0,3443.0,3233.0,3472.0,3.942380905151367
3.0565125942230225,18.02690315246582,-1.2773493528366089,-17.55859375,3.94921875,-10.046875,1.8325289487838745,-0.2394338846206665,-1.9742212295532227,2367.0,3309.0,3056.0,3390.0,3.9407691955566406
-1.3366094827651978,4.914303779602051,-1.2370377779006958,-16.03125,2.06640625,2.30078125,1.4854176044464111,-0.26926323771476746,-0.8699464797973633,2365.0,3305.0,2957.0,3260.0,3.9407691955566406
0.18831445276737213,1.339562177658081,0.2371031492948532,-11.234375,-4.70703125,7.2734375,1.4511808156967163,-0.25519847869873047,-0.7605909705162048,2305.0,3279.0,2941.0,3213.0,3.9407691955566406
0.8294661045074463,0.28407028317451477,0.7791640162467957,-8.03515625,-2.015625,8.51171875,1.4766377210617065,-0.29320868849754333,-0.730279266834259,2301.0,3248.0,2878.0,3117.0,3.9407691955566406
1.2210443019866943,-0.8364124894142151,0.3284105956554413,-6.0234375,-2.765625,6.6171875,1.540616750717163,-0.3115427494049072,-0.7488247752189636,2307.0,3243.0,2850.0,3083.0,3.9456043243408203
0.4034382104873657,-2.2065162658691406,-0.27684730291366577,-1.63671875,0.58203125,1.984375,1.648490309715271,-0.2938583195209503,-0.9129078388214111,2294.0,3222.0,2839.0,3058.0,3.932710647583008
