GYR/x,GYR/y,GYR/z,ACC/x,ACC/y,ACC/z,RPY/R,RPY/P,RPY/Y,FINGERS/thumb,FINGERS/index,FINGERS/middle,FINGERS/ring
-0.5269029140472412,1.5717905759811401,0.41754186153411865,-1.01171875,-0.6796875,-0.30078125,0.67022705078125,-0.2264099419116974,1.7955950498580933,1975.0,2825.0,2384.0,2672.0
1.2727127075195312,0.324634313583374,-0.028243400156497955,0.0234375,-1.24609375,1.125,0.015838680788874626,-0.1867399960756302,1.809871792793274,2031.0,2895.0,2593.0,2885.0
2.669757843017578,0.5882495045661926,0.1455150842666626,0.71875,-2.89453125,2.45703125,0.10119238495826721,-0.16059385240077972,1.817992091178894,1974.0,2818.0,2491.0,2829.0
3.0527632236480713,0.4340962767601013,0.2836063802242279,0.578125,-0.56640625,2.0234375,0.22019027173519135,-0.1379188895225525,1.8339288234710693,2029.0,2865.0,2544.0,2854.0
0.19702625274658203,-0.8878903388977051,0.302763968706131,0.23046875,0.58984375,1.94921875,0.35885146260261536,-0.187617689371109,1.838505744934082,2032.0,2864.0,2549.0,2862.0
0.09497103095054626,-0.977545976638794,0.1509035974740982,-0.19140625,-2.4296875,1.09375,0.35331082344055176,-0.22791655361652374,1.8213438987731934,2038.0,2876.0,2571.0,2869.0
1.1654192209243774,-0.9748325943946838,0.09191719442605972,-0.59765625,-2.890625,0.84765625,0.38839125633239746,-0.2625604569911957,1.8015353679656982,2039.0,2879.0,2558.0,2871.0
2.8109376430511475,-0.8986736536026001,0.20443275570869446,-1.1796875,-1.9609375,0.234375,0.5728597640991211,-0.3335123360157013,1.7729731798171997,2043.0,2870.0,2525.0,2844.0
3.0410234928131104,-0.08297964185476303,0.7845031023025513,-1.05859375,1.27734375,-3.12890625,0.6977697014808655,-0.3580383062362671,1.788894772529602,2045.0,2864.0,2501.0,2818.0
2.724980115890503,1.1108663082122803,1.4578813314437866,-0.62109375,1.0859375,-2.9375,0.7818036675453186,-0.3716711699962616,1.85466730594635,1991.0,2792.0,2417.0,2747.0
1.3314522504806519,1.652685523033142,1.3189343214035034,-1.28125,-1.08203125,0.07421875,0.8711531162261963,-0.3693277835845947,2.126758575439453,2042.0,2831.0,2448.0,2772.0
1.4600741863250732,2.1044158935546875,1.1720083951950073,-1.5625,-2.01953125,1.89453125,0.8906493782997131,-0.35076868534088135,2.220717668533325,2047.0,2833.0,2448.0,2780.0
1.5565067529678345,2.2959609031677246,0.9667446613311768,-1.6796875,-3.85546875,2.94921875,0.9219643473625183,-0.3193407356739044,2.3251020908355713,2028.0,2811.0,2429.0,2770.0
1.6412276029586792,1.8394800424575806,0.6386033892631531,-4.81640625,-4.55078125,7.3515625,0.969867467880249,-0.28628385066986084,2.4128007888793945,2036.0,2829.0,2430.0,2762.0
0.15413087606430054,-10.12881851196289,-2.144951343536377,-8.87109375,-6.96484375,12.34375,1.1593022346496582,-0.33943095803260803,2.1756622791290283,2041.0,2857.0,2512.0,2835.0
-1.9794918298721313,-17.31321144104004,-5.582780361175537,-16.19140625,1.46484375,-6.1875,1.3393654823303223,-0.3725172281265259,1.549135446548462,1986.0,2906.0,2623.0,2878.0
-4.601792812347412,-17.64885711669922,-10.632556915283203,-31.1796875,8.4140625,-5.32421875,1.3871797323226929,-0.1854867935180664,0.7184164524078369,1840.0,2908.0,2645.0,2883.0
-2.9771337509155273,5.037191867828369,4.957701206207275,-16.91796875,9.44921875,-22.5859375,1.3512002229690552,-0.018690215423703194,0.19470970332622528,1882.0,2928.0,2669.0,2900.0
-0.6700423359870911,5.238139629364014,4.8558573722839355,-7.8125,0.30859375,-1.35546875,1.2086104154586792,-0.16393166780471802,0.46940502524375916,1887.0,2873.0,2608.0,2881.0
0.01376169640570879,5.450324058532715,3.56912899017334,-3.40625,-0.78125,-2.77734375,1.158118724822998,-0.23618467152118683,0.7284506559371948,1917.0,2834.0,2497.0,2821.0
-0.30354875326156616,5.608660697937012,3.1531519889831543,-2.5625,1.0390625,-2.55859375,1.092761754989624,-0.25045254826545715,0.996591329574585,1951.0,2835.0,2465.0,2777.0
-0.5219221711158752,5.047016620635986,3.1235885620117188,-2.25390625,0.69140625,0.2734375,0.8790527582168579,-0.2322523295879364,1.507331371307373,1870.0,2721.0,2315.0,2646.0
0.2641001343727112,3.9689180850982666,2.6812217235565186,-1.296875,-2.2265625,2.3359375,0.8458576798439026,-0.2018745094537735,1.7101964950561523,1982.0,2834.0,2439.0,2749.0
0.9265857934951782,1.7891594171524048,0.6642799377441406,-1.16015625,-0.93359375,3.05078125,0.9107868671417236,-0.15701821446418762,1.9651850461959839,1987.0,2825.0,2429.0,2730.0
0.07265229523181915,0.5356647372245789,0.09890104830265045,-1.26171875,-1.82421875,3.234375,0.918509304523468,-0.12385663390159607,2.0491976737976074,1996.0,2832.0,2433.0,2736.0
0.545657217502594,0.12530696392059326,-0.026510659605264664,-1.3359375,-3.75,4.1640625,0.9301110506057739,-0.1167515367269516,2.052692413330078,2000.0,2831.0,2435.0,2737.0
1.4512519836425781,-0.47318747639656067,0.017852669581770897,-2.06640625,-3.7109375,5.0703125,0.9814636707305908,-0.1238698810338974,2.0355570316314697,1999.0,2826.0,2433.0,2735.0
2.0154404640197754,-4.200050354003906,-0.049009740352630615,-3.26171875,-3.5546875,6.09765625,1.1645222902297974,-0.191822811961174,1.8892258405685425,1943.0,2783.0,2391.0,2698.0
0.66059410572052,-11.113385200500488,-0.6900193691253662,-9.97265625,1.40625,3.3203125,1.2980177402496338,-0.27447277307510376,1.590728759765625,1999.0,2895.0,2589.0,2854.0
-7.027204990386963,-18.868019104003906,-6.053677082061768,-15.8046875,7.0234375,-3.078125,1.3258403539657593,-0.2797529995441437,0.9264910817146301,1931.0,2896.0,2608.0,2861.0
-2.008035659790039,-11.524937629699707,-6.977116584777832,-24.578125,5.05078125,-7.5234375,1.2629117965698242,-0.18273837864398956,0.19403785467147827,1867.0,2896.0,2626.0,2857.0
-0.36650505661964417,5.172877788543701,3.9359123706817627,5.734375,9.71484375,-16.95703125,1.3047237396240234,-0.20759455859661102,0.14456401765346527,1891.0,2900.0,2625.0,2864.0
-0.2455088049173355,4.792735576629639,3.4937331676483154,-5.328125,0.9453125,-1.546875,1.217861533164978,-0.28682348132133484,0.39149707555770874,1904.0,2843.0,2512.0,2813.0
0.5145066380500793,5.136724472045898,2.781719923019409,-1.890625,0.7734375,-1.92578125,1.1690634489059448,-0.3242243230342865,0.6334075927734375,1923.0,2829.0,2448.0,2749.0
-0.399322509765625,5.220649719238281,2.3201231956481934,-2.05078125,2.046875,-0.62890625,1.1024887561798096,-0.3198322653770447,0.8819394111633301,1954.0,2817.0,2423.0,2716.0
-0.05706039071083069,4.565907955169678,2.1221845149993896,-1.2890625,0.453125,-0.12109375,0.9387414455413818,-0.26068419218063354,1.3174711465835571,1968.0,2817.0,2416.0,2706.0
0.25968146324157715,3.0449724197387695,1.6004432439804077,-0.953125,-0.203125,1.75390625,0.9221670031547546,-0.19386674463748932,1.6386748552322388,1984.0,2826.0,2423.0,2710.0
-0.11454661190509796,2.923336982727051,1.2024831771850586,-1.44140625,-0.57421875,1.58984375,0.8738117218017578,-0.12939520180225372,1.8813260793685913,1990.0,2829.0,2433.0,2719.0
0.14449797570705414,2.9131715297698975,0.9323607683181763,-1.5859375,-3.140625,3.078125,0.8658456802368164,-0.08367614448070526,1.996330976486206,1994.0,2825.0,2433.0,2721.0
0.4025181829929352,2.725490093231201,0.3870760500431061,-2.015625,-3.80859375,4.2421875,0.8836361765861511,-0.0323164165019989,2.0828042030334473,1904.0,2739.0,2370.0,2704.0
0.4446932375431061,1.0324584245681763,-0.3533342778682709,-3.00390625,-4.30078125,5.80078125,0.9068294167518616,0.014494944363832474,2.1188693046569824,1938.0,2774.0,2379.0,2691.0
-0.11556872725486755,-12.06486988067627,-2.9135515689849854,-9.51953125,-3.58984375,8.23046875,1.004368782043457,-0.12463798373937607,1.628893494606018,1987.0,2895.0,2613.0,2847.0
-5.492959499359131,-19.68239402770996,-9.098179817199707,-25.3828125,3.046875,-0.40625,1.0384923219680786,-0.2693430483341217,0.8978773355484009,1947.0,2906.0,2626.0,2855.0
0.5544107556343079,1.1603279113769531,-1.700203537940979,-17.67578125,5.0703125,-15.28125,1.2235934734344482,-0.14143356680870056,-0.10737600922584534,1904.0,2926.0,2666.0,2885.0
0.05444594472646713,3.490973472595215,3.9029219150543213,0.08984375,9.59375,-9.90625,1.1759934425354004,-0.1990838199853897,0.09452326595783234,1923.0,2941.0,2679.0,2896.0
-0.06511726975440979,2.1419241428375244,2.6514835357666016,-1.39453125,-0.734375,0.83984375,1.1393688917160034,-0.27989500761032104,0.2420419305562973,1863.0,2835.0,2574.0,2833.0
0.12144564837217331,2.105421781539917,1.141621708869934,-0.58203125,-1.9453125,-1.375,1.1142123937606812,-0.3071771264076233,0.35306382179260254,1918.0,2870.0,2548.0,2834.0
0.2853783369064331,1.4817148447036743,0.7948348522186279,-0.21484375,-1.15234375,0.8828125,1.0964453220367432,-0.30716198682785034,0.4889492392539978,1920.0,2834.0,2463.0,2755.0
0.15979430079460144,1.4720698595046997,0.525499701499939,0.15234375,0.1484375,-0.44921875,1.0958260297775269,-0.29719069600105286,0.5543208122253418,1923.0,2832.0,2448.0,2745.0
-0.031610917299985886,1.403315544128418,0.49835872650146484,0.875,0.09765625,0.2265625,1.0781059265136719,-0.2780376374721527,0.6089000701904297,1931.0,2826.0,2436.0,2736.0
